tweetID,tweetText,tweetRetweetCt,tweetFavoriteCt,tweetSource,tweetCreated,userID,userScreen,userName,userCreateDt,userDesc,userFollowerCt,userFriendsCt,userLocation,userTimezone
753675998856613889,RT @hashim0307: Sky Sport reports that Higuain is not willing to return to Napoli's pre-season. He wants out.,25,0,Twitter for Android,2016-07-14 19:42:15,277242701,chn_arsenal,Bossa,2011-04-05 00:11:32,"Arsenal, European Football & NBA",2056,316,,Europe/Amsterdam
753675996583366656,"RT @FabrizioRomano: If Napoli will not accept, Juve would be ready to pay release-clause (€94M!) for Higuain. Arsenal, now, just talks and…",77,0,Twitter for iPhone,2016-07-14 19:42:14,61158706,rebsdarro89,Rebecca Darrington,2009-07-29 09:46:07,Rebsdarro89,417,635,England,London
753675995471806464,"RT @Arsenal: 🎥 Arshavin, Kanu, Henry and Bergkamp in one compilation... go on, treat yourselves to this 🔻
https://t.co/zRnvaEqUlm https://t…",23,0,Twitter for iPhone,2016-07-14 19:42:14,2827882090,AmazAlice5SOS,ALICEEEE,2014-10-13 17:37:12,waiting for the day Olivier Giroud makes his Instagram public,802,1112,5SOS account followed~30.08.15,
753675993215143937,"RT @FabrizioRomano: If Napoli will not accept, Juve would be ready to pay release-clause (€94M!) for Higuain. Arsenal, now, just talks and…",77,0,Twitter Web Client,2016-07-14 19:42:14,1504751736,Tapatnater,итρ .-,2013-06-11 16:39:03,"♫ Ed Sheeran, #SNSD&J, ♡ #MUFC  ปล.คำหยาบเยอะช่วงดูบอล //  ฟอลเราได้นะ เราน่ารัก555555555",185,400,อ้อมอกแทงกู ณ โอลแทรฟฟอร์ด,Pacific Time (US & Canada)
753675991873093632,"RT @FabrizioRomano: If Napoli will not accept, Juve would be ready to pay release-clause (€94M!) for Higuain. Arsenal, now, just talks and…",77,0,Twitter for Android,2016-07-14 19:42:13,237816340,Gooner4life96,mo,2011-01-13 18:07:58,"Massive Arsenal fan, football fanatic ,wannabe scout and an admirer of technical ability: Ozil&Zidane.",317,811,,Greenland
753675991227260928,RT @Coutinhology: He means the Klopp that took Dortmund further in Europe than most Arsenal fans can remember. https://t.co/FeK0KxZKL2,15,0,Twitter for Android,2016-07-14 19:42:13,373946247,Kiringeh,Big Poppa,2011-09-15 13:00:16,Husband. Father. Kopite @LFC. Nonchalant. Jobless Millionaire.,241,281,Kitengela ,Nairobi
753675990069612544,"RT @FabrizioRomano: If Napoli will not accept, Juve would be ready to pay release-clause (€94M!) for Higuain. Arsenal, now, just talks and…",77,0,Twitter for iPhone,2016-07-14 19:42:13,216119014,JMarchisello,Joe,2010-11-15 21:03:47,Juventus FC. New York Rangers. Giants. Knicks. Yanks. 'Cuse. Fino Alla Fine. NYR,201,215,Toronto/Madison Square Garden,Eastern Time (US & Canada)
753675987137728512,"@lyallr Like So like, Arsenal fans",0,0,Twitter for Android,2016-07-14 19:42:12,700800334030118913,RG_150,Rohan Gandham,2016-02-19 21:53:14,"I'm Sport Mad!
MUFC fan since birth",278,702,,
753675986642821120,"RT @DeadlineDayLive: Barcelona defender Thomas Vermaelen, is a target for former club Arsenal, while West Ham are also interested. (Source:…",55,0,Twitter for Android,2016-07-14 19:42:12,4690343456,oracle9990,agyekum francis,2016-01-01 16:21:04,"Be who you are, and true to yourself don't follow the crowd. A big Mufc fan ggmu",251,325,,
753675986361786368,"RT @FabrizioRomano: If Napoli will not accept, Juve would be ready to pay release-clause (€94M!) for Higuain. Arsenal, now, just talks and…",77,0,Twitter for iPhone,2016-07-14 19:42:12,2622335730,ASRLupi,AS Roma Lupi,2014-07-12 10:04:53,AS Roma & Calcio updates & analysis.,589,168,"Rome, Lazio",Dublin
753675981106339840,"RT @afcstuff: Happy Birthday to Arsenal winger Serge Gnabry, who turns 21 today! #afc https://t.co/GHvo3rbgH3",23,0,Twitter Web Client,2016-07-14 19:42:11,64216414,elpaatrondelmal,Gabriel,2009-08-09 17:46:59,"Viva Zapata! Viva Sandino! Viva Zumbi!
Antônio Conselheiro!
Todos os panteras negras
Lampião, sua imagem e semelhança.",414,370,Brasil - Belo Horizonte,Greenland
753675977050337280,RT @CentreTransfer: Arsenal are ready to make a £42million offer for Lyon striker Alexandre Lacazette. (Daily Express),49,0,Twitter for Android,2016-07-14 19:42:10,743438218243104768,onlyjalenhoward,Jalen Howard,2016-06-16 13:40:58,"College graduate, played at OCU now for WUFC ⚽
sc:theejalen0
ig: onlyjalenhoward
**SINGLE**",249,267,"Oklahoma City, OK",
753675976983375874,"RT @FabrizioRomano: If Napoli will not accept, Juve would be ready to pay release-clause (€94M!) for Higuain. Arsenal, now, just talks and…",77,0,Twitter for Android,2016-07-14 19:42:10,445935877,asad_afc,Asad,2011-12-25 03:11:42,Ya Gunners Ya,149,143,,
753675975863459840,"RT @FabrizioRomano: If Napoli will not accept, Juve would be ready to pay release-clause (€94M!) for Higuain. Arsenal, now, just talks and…",77,0,Twitter for iPhone,2016-07-14 19:42:09,270437501,PsalmyLove,Psalmy,2011-03-22 16:31:29,Manchester United. Chicago Bulls. LH. #46.,3047,963,Nigeria,West Central Africa
753675971614633984,"RT @FabrizioRomano: If Napoli will not accept, Juve would be ready to pay release-clause (€94M!) for Higuain. Arsenal, now, just talks and…",77,0,Twitter for iPhone,2016-07-14 19:42:08,513626673,MOH_AFC,Mohammed,2012-03-03 21:33:15,#AFC,6466,918,W26 - D12 - L0 ,Hawaii
753675969836101633,"RT @FabrizioRomano: If Napoli will not accept, Juve would be ready to pay release-clause (€94M!) for Higuain. Arsenal, now, just talks and…",77,0,Twitter for Android,2016-07-14 19:42:08,391053025,AnkurBanerjee17,Ankur Banerjee,2011-10-14 23:57:11,"Health and pharma editor-in-charge @Reuters. likely to tweet about stuff happening around the world, football and LFC. Views, links RTs are mine, all mine.",343,865,Bangalore,Kolkata
753675968573739012,"RT @Saif_Nerazzurro: Arsenal fucking useless at everything!
All they do is talk 
 https://t.co/5XZnXnAaTW",1,0,Twitter for Android,2016-07-14 19:42:08,122071628,AhmedZanetti,Zanetti,2010-03-11 14:06:01,,5520,465, Egypt,Cairo
753675967273562112,"🎥 Arshavin, Kanu, Henry and Bergkamp in one compilation... go on, treat yourselves to this 🔻
… https://t.co/tmtszh4gn4",0,0,IFTTT,2016-07-14 19:42:07,1341322597,EPL_ArabicNews,Premier League EPL,2013-04-10 07:58:50,الأخبار الرسمية للدوري الأنجلينزي الممتاز بالعربية والانجلينزية,2904,2061,Bahrain,Nairobi
753675967193686016,"RT @FabrizioRomano: If Napoli will not accept, Juve would be ready to pay release-clause (€94M!) for Higuain. Arsenal, now, just talks and…",77,0,Twitter for iPhone,2016-07-14 19:42:07,2376869731,Imsaiagarwal,Sai Agarwal,2014-03-07 09:36:50,"Indian Cricket fan! European Football ⚽️ Blue is the colour ! Biggest fan of the Champions, Sunrisers Hyderabad ☀️!!",1143,942,INDIA,New Delhi
753675960982069248,RT @Arsenal: Full-time: Chelsea 6-0 #Arsenal,36159,0,Twitter for Android,2016-07-14 19:42:06,1134834492,sticklosama_,°,2013-01-30 18:35:39,million dollar idea guy ✌,1495,924,,Paris
753675959358849024,RT @FootballFunnys: The 4 stages of watching Arsenal https://t.co/SrJrfg6ftm,3256,0,Twitter for Android,2016-07-14 19:42:05,180585051,prinzgbemi,Oloye Aremu Pokipoki,2010-08-20 00:19:11,"if you know,you know✌✌✌",17917,3081,"Toronto,Canada",
753675958310363137,@_Always_Arsenal @fkhanage Theo and Ox underperform and are always injured. Campbell had much more of a consistent impact.,0,1,Twitter for iPhone,2016-07-14 19:42:05,15019575,iamjoeking,JÖe King⚡️,2008-06-05 15:52:04,Jesus Christ is God and the only way to Heaven! @Arsenal @Chargers @ChicagoBulls #TheFlash fan. Retro Gamer. Kate Beckinsale IG:ireallyamjoeking,2612,2357,Maui,Hawaii
753675955961552901,sell Campbell but keep Walcott great plan @Arsenal 😒😒😒😒😒,0,0,Twitter for Android,2016-07-14 19:42:05,787260204,Tonyblacking,Gonzo,2012-08-28 15:37:27,"I'm still growing up

#LifeImitatesArt",1113,845,In A Bank Vault,
753675952689905665,"RT @FabrizioRomano: If Napoli will not accept, Juve would be ready to pay release-clause (€94M!) for Higuain. Arsenal, now, just talks and…",77,0,Twitter for Android,2016-07-14 19:42:04,729253951992926208,parcatoteu,@parcătotAna,2016-05-08 10:17:45,Misfit.,258,460,,Bucharest
753675951008051200,"RT @iDanTheGunner: Thierry Henry chose Sky Sports over Arsenal.
Arsène Wenger has always put Arsenal before everything, including his marri…",157,0,Twitter Web Client,2016-07-14 19:42:03,1422878491,ArseNobb,Abou Diabae Özli,2013-05-12 11:06:35,Arsenal fan. Gunnersaurus look-a-like #COYG. Future Scien tits,4593,505,Arse,Amsterdam
